,sub_id,ses_id,volume_path,judge_code,score
19,NDARNC261HDT,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARNC261HDT/ses-HCP/anat/sub-NDARNC261HDT_ses-HCP_T1w.nii.gz,eS6M6BKU,2
20,NDARRE437JGP,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARRE437JGP/ses-HCP/anat/sub-NDARRE437JGP_ses-HCP_T1w.nii.gz,eS6M6BKU,2
21,NDARHY346GY2,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARHY346GY2/ses-HCP/anat/sub-NDARHY346GY2_ses-HCP_T1w.nii.gz,eS6M6BKU,2
22,NDARBK739HXR,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARBK739HXR/ses-HCP/anat/sub-NDARBK739HXR_ses-HCP_T1w.nii.gz,eS6M6BKU,1
23,NDARNT317BE2,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARNT317BE2/ses-HCP/anat/sub-NDARNT317BE2_ses-HCP_T1w.nii.gz,eS6M6BKU,3
24,NDARRR214VXP,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARRR214VXP/ses-VNav/anat/sub-NDARRR214VXP_ses-VNav_T1w.nii.gz,eS6M6BKU,2
25,NDARVK467GCK,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARVK467GCK/ses-HCP/anat/sub-NDARVK467GCK_ses-HCP_T1w.nii.gz,eS6M6BKU,2
26,NDARHD403ZHG,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARHD403ZHG/ses-VNav/anat/sub-NDARHD403ZHG_ses-VNav_T1w.nii.gz,eS6M6BKU,3
27,NDARRA725NE3,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARRA725NE3/ses-HCP/anat/sub-NDARRA725NE3_ses-HCP_T1w.nii.gz,eS6M6BKU,3
28,NDARLP160GHJ,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARLP160GHJ/ses-VNav/anat/sub-NDARLP160GHJ_ses-VNav_T1w.nii.gz,eS6M6BKU,2
29,NDARVB091TPK,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARVB091TPK/ses-HCP/anat/sub-NDARVB091TPK_ses-HCP_T1w.nii.gz,eS6M6BKU,2
30,NDARYE576WR6,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARYE576WR6/ses-HCP/anat/sub-NDARYE576WR6_ses-HCP_T1w.nii.gz,eS6M6BKU,2
31,NDARRA908XA2,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARRA908XA2/ses-VNav/anat/sub-NDARRA908XA2_ses-VNav_T1w.nii.gz,eS6M6BKU,2
32,NDARRP534RXW,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARRP534RXW/ses-VNav/anat/sub-NDARRP534RXW_ses-VNav_T1w.nii.gz,eS6M6BKU,3
33,NDARDG421RXF,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARDG421RXF/ses-VNav/anat/sub-NDARDG421RXF_ses-VNav_T1w.nii.gz,eS6M6BKU,3
34,NDARCA127TK7,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARCA127TK7/ses-VNav/anat/sub-NDARCA127TK7_ses-VNav_T1w.nii.gz,eS6M6BKU,2
35,NDARMD987YR6,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARMD987YR6/ses-HCP/anat/sub-NDARMD987YR6_ses-HCP_T1w.nii.gz,eS6M6BKU,4
36,NDARYL443NG6,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARYL443NG6/ses-VNav/anat/sub-NDARYL443NG6_ses-VNav_T1w.nii.gz,eS6M6BKU,4
37,NDARZR293TKN,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARZR293TKN/ses-VNav/anat/sub-NDARZR293TKN_ses-VNav_T1w.nii.gz,eS6M6BKU,2
38,NDARRJ938NT7,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARRJ938NT7/ses-HCP/anat/sub-NDARRJ938NT7_ses-HCP_T1w.nii.gz,eS6M6BKU,1
39,NDARDE355JYM,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARDE355JYM/ses-VNav/anat/sub-NDARDE355JYM_ses-VNav_T1w.nii.gz,eS6M6BKU,2
40,NDARWC788HHV,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARWC788HHV/ses-HCP/anat/sub-NDARWC788HHV_ses-HCP_T1w.nii.gz,eS6M6BKU,4
41,NDAREX726VYV,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDAREX726VYV/ses-VNav/anat/sub-NDAREX726VYV_ses-VNav_T1w.nii.gz,eS6M6BKU,2
42,NDARRP534RXW,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARRP534RXW/ses-HCP/anat/sub-NDARRP534RXW_ses-HCP_T1w.nii.gz,eS6M6BKU,3
43,NDARCD182XT1,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARCD182XT1/ses-VNav/anat/sub-NDARCD182XT1_ses-VNav_T1w.nii.gz,eS6M6BKU,2
44,NDARPT665ADN,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARPT665ADN/ses-VNav/anat/sub-NDARPT665ADN_ses-VNav_T1w.nii.gz,eS6M6BKU,2
45,NDARDR304HHJ,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARDR304HHJ/ses-HCP/anat/sub-NDARDR304HHJ_ses-HCP_T1w.nii.gz,eS6M6BKU,2
46,NDARAZ885REB,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARAZ885REB/ses-VNav/anat/sub-NDARAZ885REB_ses-VNav_T1w.nii.gz,eS6M6BKU,1
47,NDARBH275EXT,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARBH275EXT/ses-VNav/anat/sub-NDARBH275EXT_ses-VNav_T1w.nii.gz,eS6M6BKU,2
48,NDARCM707DHW,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARCM707DHW/ses-HCP/anat/sub-NDARCM707DHW_ses-HCP_T1w.nii.gz,eS6M6BKU,2
49,NDARYK657ZLC,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARYK657ZLC/ses-HCP/anat/sub-NDARYK657ZLC_ses-HCP_T1w.nii.gz,eS6M6BKU,2
50,NDARKH524VRA,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARKH524VRA/ses-VNav/anat/sub-NDARKH524VRA_ses-VNav_T1w.nii.gz,eS6M6BKU,2
51,NDARPB578JMT,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARPB578JMT/ses-VNav/anat/sub-NDARPB578JMT_ses-VNav_T1w.nii.gz,eS6M6BKU,4
52,NDARCE912ZXW,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARCE912ZXW/ses-HCP/anat/sub-NDARCE912ZXW_ses-HCP_T1w.nii.gz,eS6M6BKU,2
53,NDARTG029XTK,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARTG029XTK/ses-HCP/anat/sub-NDARTG029XTK_ses-HCP_T1w.nii.gz,eS6M6BKU,0
54,NDARHF001KBH,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARHF001KBH/ses-HCP/anat/sub-NDARHF001KBH_ses-HCP_T1w.nii.gz,eS6M6BKU,0
55,NDARNP962TJK,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARNP962TJK/ses-HCP/anat/sub-NDARNP962TJK_ses-HCP_T1w.nii.gz,eS6M6BKU,1
56,NDARCA127TK7,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARCA127TK7/ses-HCP/anat/sub-NDARCA127TK7_ses-HCP_T1w.nii.gz,eS6M6BKU,2
57,NDARGJ596GTA,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARGJ596GTA/ses-HCP/anat/sub-NDARGJ596GTA_ses-HCP_T1w.nii.gz,eS6M6BKU,2
58,NDARYK710FRY,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARYK710FRY/ses-HCP/anat/sub-NDARYK710FRY_ses-HCP_T1w.nii.gz,eS6M6BKU,2
59,NDARBZ547MHR,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARBZ547MHR/ses-VNav/anat/sub-NDARBZ547MHR_ses-VNav_T1w.nii.gz,eS6M6BKU,2
60,NDARWG174EZD,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARWG174EZD/ses-HCP/anat/sub-NDARWG174EZD_ses-HCP_T1w.nii.gz,eS6M6BKU,4
61,NDAREL751LME,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDAREL751LME/ses-HCP/anat/sub-NDAREL751LME_ses-HCP_T1w.nii.gz,eS6M6BKU,0
62,NDARDZ322ZFC,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARDZ322ZFC/ses-HCP/anat/sub-NDARDZ322ZFC_ses-HCP_T1w.nii.gz,eS6M6BKU,2
63,NDARCJ667UPL,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARCJ667UPL/ses-HCP/anat/sub-NDARCJ667UPL_ses-HCP_T1w.nii.gz,eS6M6BKU,2
64,NDARPT417LW6,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARPT417LW6/ses-HCP/anat/sub-NDARPT417LW6_ses-HCP_T1w.nii.gz,eS6M6BKU,2
65,NDARMA273ZL6,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARMA273ZL6/ses-HCP/anat/sub-NDARMA273ZL6_ses-HCP_T1w.nii.gz,eS6M6BKU,2
66,NDARUK537ZXC,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARUK537ZXC/ses-HCP/anat/sub-NDARUK537ZXC_ses-HCP_T1w.nii.gz,eS6M6BKU,2
67,NDARNR347UB9,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARNR347UB9/ses-HCP/anat/sub-NDARNR347UB9_ses-HCP_T1w.nii.gz,eS6M6BKU,2
68,NDARUT136EUY,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARUT136EUY/ses-HCP/anat/sub-NDARUT136EUY_ses-HCP_T1w.nii.gz,eS6M6BKU,2
69,NDARVH565FX9,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARVH565FX9/ses-VNav/anat/sub-NDARVH565FX9_ses-VNav_T1w.nii.gz,eS6M6BKU,3
70,NDARDX448UMJ,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARDX448UMJ/ses-VNav/anat/sub-NDARDX448UMJ_ses-VNav_T1w.nii.gz,eS6M6BKU,1
71,NDARWF545PCM,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARWF545PCM/ses-VNav/anat/sub-NDARWF545PCM_ses-VNav_T1w.nii.gz,eS6M6BKU,2
72,NDARLV704BPE,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARLV704BPE/ses-VNav/anat/sub-NDARLV704BPE_ses-VNav_T1w.nii.gz,eS6M6BKU,1
73,NDARAR998KMM,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARAR998KMM/ses-VNav/anat/sub-NDARAR998KMM_ses-VNav_T1w.nii.gz,eS6M6BKU,2
74,NDARKK969JLV,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARKK969JLV/ses-VNav/anat/sub-NDARKK969JLV_ses-VNav_T1w.nii.gz,eS6M6BKU,2
75,NDARBZ333VWR,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARBZ333VWR/ses-VNav/anat/sub-NDARBZ333VWR_ses-VNav_T1w.nii.gz,eS6M6BKU,3
76,NDARHY787LAL,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARHY787LAL/ses-HCP/anat/sub-NDARHY787LAL_ses-HCP_T1w.nii.gz,eS6M6BKU,0
77,NDARMH127CEW,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARMH127CEW/ses-VNav/anat/sub-NDARMH127CEW_ses-VNav_T1w.nii.gz,eS6M6BKU,2
78,NDARJF399BC6,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARJF399BC6/ses-HCP/anat/sub-NDARJF399BC6_ses-HCP_T1w.nii.gz,eS6M6BKU,2
79,NDARRK617NRL,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARRK617NRL/ses-HCP/anat/sub-NDARRK617NRL_ses-HCP_T1w.nii.gz,eS6M6BKU,2
80,NDARXC266NHY,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARXC266NHY/ses-HCP/anat/sub-NDARXC266NHY_ses-HCP_T1w.nii.gz,eS6M6BKU,3
81,NDARPC404YEK,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARPC404YEK/ses-VNav/anat/sub-NDARPC404YEK_ses-VNav_T1w.nii.gz,eS6M6BKU,2
82,NDARNN493WMD,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARNN493WMD/ses-VNav/anat/sub-NDARNN493WMD_ses-VNav_T1w.nii.gz,eS6M6BKU,2
83,NDARKT721PNV,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARKT721PNV/ses-VNav/anat/sub-NDARKT721PNV_ses-VNav_T1w.nii.gz,eS6M6BKU,2
84,NDARWU079DJZ,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARWU079DJZ/ses-HCP/anat/sub-NDARWU079DJZ_ses-HCP_T1w.nii.gz,eS6M6BKU,4
85,NDARPP694XU9,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARPP694XU9/ses-VNav/anat/sub-NDARPP694XU9_ses-VNav_T1w.nii.gz,eS6M6BKU,2
86,NDARUV288LWA,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARUV288LWA/ses-HCP/anat/sub-NDARUV288LWA_ses-HCP_T1w.nii.gz,eS6M6BKU,3
87,NDARGJ317VC9,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARGJ317VC9/ses-HCP/anat/sub-NDARGJ317VC9_ses-HCP_T1w.nii.gz,eS6M6BKU,2
88,NDARHX754KYY,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARHX754KYY/ses-VNav/anat/sub-NDARHX754KYY_ses-VNav_T1w.nii.gz,eS6M6BKU,3
89,NDARVH565FX9,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARVH565FX9/ses-HCP/anat/sub-NDARVH565FX9_ses-HCP_T1w.nii.gz,eS6M6BKU,2
90,NDARNC261HDT,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARNC261HDT/ses-VNav/anat/sub-NDARNC261HDT_ses-VNav_T1w.nii.gz,eS6M6BKU,2
91,NDARUG099ZDH,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARUG099ZDH/ses-HCP/anat/sub-NDARUG099ZDH_ses-HCP_T1w.nii.gz,eS6M6BKU,4
92,NDARRU865YHE,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARRU865YHE/ses-HCP/anat/sub-NDARRU865YHE_ses-HCP_T1w.nii.gz,eS6M6BKU,3
93,NDARXB443TWA,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARXB443TWA/ses-VNav/anat/sub-NDARXB443TWA_ses-VNav_T1w.nii.gz,eS6M6BKU,1
94,NDARMX215YPN,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARMX215YPN/ses-VNav/anat/sub-NDARMX215YPN_ses-VNav_T1w.nii.gz,eS6M6BKU,4
95,NDARFP601KKC,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARFP601KKC/ses-HCP/anat/sub-NDARFP601KKC_ses-HCP_T1w.nii.gz,eS6M6BKU,2
96,NDARHV388ZZ4,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARHV388ZZ4/ses-HCP/anat/sub-NDARHV388ZZ4_ses-HCP_T1w.nii.gz,eS6M6BKU,1
97,NDARNP956FPR,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARNP956FPR/ses-HCP/anat/sub-NDARNP956FPR_ses-HCP_T1w.nii.gz,eS6M6BKU,2
98,NDARYC105BU2,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARYC105BU2/ses-VNav/anat/sub-NDARYC105BU2_ses-VNav_T1w.nii.gz,eS6M6BKU,2
99,NDARLP160GHJ,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARLP160GHJ/ses-HCP/anat/sub-NDARLP160GHJ_ses-HCP_T1w.nii.gz,eS6M6BKU,2
100,NDARXP325YLV,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARXP325YLV/ses-VNav/anat/sub-NDARXP325YLV_ses-VNav_T1w.nii.gz,eS6M6BKU,2
101,NDAREP587HDK,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDAREP587HDK/ses-HCP/anat/sub-NDAREP587HDK_ses-HCP_T1w.nii.gz,eS6M6BKU,3
102,NDARMA657LLB,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARMA657LLB/ses-VNav/anat/sub-NDARMA657LLB_ses-VNav_T1w.nii.gz,eS6M6BKU,2
103,NDARYH224RXX,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARYH224RXX/ses-VNav/anat/sub-NDARYH224RXX_ses-VNav_T1w.nii.gz,eS6M6BKU,1
104,NDARGM902BME,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARGM902BME/ses-VNav/anat/sub-NDARGM902BME_ses-VNav_T1w.nii.gz,eS6M6BKU,4
105,NDARFC405UUZ,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARFC405UUZ/ses-VNav/anat/sub-NDARFC405UUZ_ses-VNav_T1w.nii.gz,eS6M6BKU,2
106,NDARPA699GD3,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARPA699GD3/ses-HCP/anat/sub-NDARPA699GD3_ses-HCP_T1w.nii.gz,eS6M6BKU,3
107,NDARMP309VBG,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARMP309VBG/ses-HCP/anat/sub-NDARMP309VBG_ses-HCP_T1w.nii.gz,eS6M6BKU,2
108,NDARJW326UED,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARJW326UED/ses-HCP/anat/sub-NDARJW326UED_ses-HCP_T1w.nii.gz,eS6M6BKU,3
109,NDARWF697JCF,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARWF697JCF/ses-VNav/anat/sub-NDARWF697JCF_ses-VNav_T1w.nii.gz,eS6M6BKU,2
110,NDARTG706ZV8,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARTG706ZV8/ses-VNav/anat/sub-NDARTG706ZV8_ses-VNav_T1w.nii.gz,eS6M6BKU,2
111,NDARDV550JB2,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARDV550JB2/ses-VNav/anat/sub-NDARDV550JB2_ses-VNav_T1w.nii.gz,eS6M6BKU,2
112,NDARVB091TPK,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARVB091TPK/ses-VNav/anat/sub-NDARVB091TPK_ses-VNav_T1w.nii.gz,eS6M6BKU,2
113,NDARUF210FRD,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARUF210FRD/ses-VNav/anat/sub-NDARUF210FRD_ses-VNav_T1w.nii.gz,eS6M6BKU,2
114,NDARKZ858GBD,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARKZ858GBD/ses-VNav/anat/sub-NDARKZ858GBD_ses-VNav_T1w.nii.gz,eS6M6BKU,2
115,NDARBN695TM7,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARBN695TM7/ses-HCP/anat/sub-NDARBN695TM7_ses-HCP_T1w.nii.gz,eS6M6BKU,3
116,NDAREP458FBK,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDAREP458FBK/ses-VNav/anat/sub-NDAREP458FBK_ses-VNav_T1w.nii.gz,eS6M6BKU,2
117,NDARFV058BWM,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARFV058BWM/ses-VNav/anat/sub-NDARFV058BWM_ses-VNav_T1w.nii.gz,eS6M6BKU,2
118,NDARRA725NE3,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARRA725NE3/ses-VNav/anat/sub-NDARRA725NE3_ses-VNav_T1w.nii.gz,eS6M6BKU,2
119,NDARWH019XM7,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARWH019XM7/ses-VNav/anat/sub-NDARWH019XM7_ses-VNav_T1w.nii.gz,eS6M6BKU,2
120,NDARDU500JTQ,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARDU500JTQ/ses-HCP/anat/sub-NDARDU500JTQ_ses-HCP_T1w.nii.gz,eS6M6BKU,2
121,NDARVU647ED2,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARVU647ED2/ses-VNav/anat/sub-NDARVU647ED2_ses-VNav_T1w.nii.gz,eS6M6BKU,2
122,NDARMB458AWY,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARMB458AWY/ses-VNav/anat/sub-NDARMB458AWY_ses-VNav_T1w.nii.gz,eS6M6BKU,3
123,NDARAL897CYV,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARAL897CYV/ses-HCP/anat/sub-NDARAL897CYV_ses-HCP_T1w.nii.gz,eS6M6BKU,2
124,NDARBB542URX,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARBB542URX/ses-VNav/anat/sub-NDARBB542URX_ses-VNav_T1w.nii.gz,eS6M6BKU,2
125,NDARXG697BTX,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARXG697BTX/ses-VNav/anat/sub-NDARXG697BTX_ses-VNav_T1w.nii.gz,eS6M6BKU,1
126,NDARPX937VA1,HCP,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARPX937VA1/ses-HCP/anat/sub-NDARPX937VA1_ses-HCP_T1w.nii.gz,eS6M6BKU,2
127,NDARUZ056AC3,VNav,/run/media/chbricout/E7DC-E5A9/Site-CUNY/sub-NDARUZ056AC3/ses-VNav/anat/sub-NDARUZ056AC3_ses-VNav_T1w.nii.gz,eS6M6BKU,2
